customer_id,customer_name,address,city,postcode,country,segment
CUST-5e36d5f7-b785-4d8c-a0fa-d52a04037eac,Noah Dubois,"Prinsengracht 69, Apt 4C",Rome,00185,Ireland,Enterprise
CUST-dc22b158-e36d-4141-bc28-90fe6d2daac7,Elena Smit,"Gran Vía 38, Apt 6",Stockholm,1000,United Kingdom,Wholesale
CUST-5db996f6-8cae-405a-b9e5-5770eef97b1c,Lukas Müller,"Via Roma 47, Apt 10B",Berlin,1011,Ireland,Government/Non-Profit
CUST-fbe5ac25-9ad1-48cb-a082-919f5b22c749,Elena Novák,"Prinsengracht 12, Apt 10A",Amsterdam,28001,Italy,VIP Member
CUST-a24b7206-0c2d-45dd-bef1-49d8e4b614f3,Liam García,"Corso Vittorio Emanuele 62, Apt 2A",London,WC1A,Germany,Retail
CUST-b6ee109a-c632-48ce-879c-a51864c9a037,Camille Hansen,"High Street 60, Apt 11",Paris,75002,Germany,Corporate
CUST-7e8ec301-b5ad-41c0-9476-2af430f33fdd,Alejandro Jansen,"Keizersgracht 68, Apt 5",Rome,75001,Netherlands,Retail
CUST-862430c7-1355-4390-a442-85e748981a12,Lina Jansen,"Hauptstraße 72, Apt 10A",Madrid,111 22,Belgium,Retail
CUST-f9d4385f-b21d-4dca-b432-a2a8add65dbc,Noah Kowalski,"Keizersgracht 31, Apt 10A",Paris,WC1A,United Kingdom,Enterprise
CUST-8c4bf145-28aa-4df1-ba55-867d094a6012,Lina Vidal,"Bahnhofstraße 51, Apt 13B",Stockholm,111 22,Netherlands,Wholesale
CUST-88364007-2995-49ef-aa03-0d2d0e226c84,Liam Schneider,"Corso Vittorio Emanuele 41, Apt 6C",Rome,10115,Belgium,Corporate
CUST-e3abc271-5a00-4d3a-bed1-2be4002dfeee,Elena Hansen,"Via Roma 1, Apt 14A",Dublin,WC1A,Ireland,Small Business
CUST-1a4bbba9-81f5-4120-a91a-20c59a1a4e8f,Matteo Rossi,"Hauptstraße 90, Apt 14",Madrid,28001,Netherlands,Small Business
CUST-ab5c39a2-ef05-4606-9c4f-fd4610a69963,Oliver Jansen,"Bahnhofstraße 87, Apt 9A",London,D01,France,Government/Non-Profit
CUST-2c089b2e-9344-4b12-9f30-d25072cb2e6c,Anna Jansen,"Bahnhofstraße 55, Apt 3",Vienna,1000,Ireland,Retail
CUST-5a330df0-a93d-421c-a98e-e06b626a0d0a,Mia Dubois,"Hauptstraße 47, Apt 9A",Dublin,1011,Belgium,Enterprise
